id_plano_busca;id_indicador;nome_indicador;papel_indicador;lacuna_informacional;pergunta_principal;perguntas_secundarias;fonte_prioritaria;fontes_alternativas;metodo_coleta;tipo_coleta;endpoint_ou_url_base;parametros_busca_sugeridos;campos_a_extrair;unidade_esperada;normalizacao_requerida;regra_conferencia;criterio_aceitacao;status_inicial;prioridade_busca;arquivo_destino_dados;arquivo_destino_evidencias;observacoes
QRY_GAP_MERC_03;GAP_MERC_03;Importações substituíveis por produto, NCM ou SH;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Importações substituíveis por produto, NCM ou SH' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_COMEX_STAT;"SRC_COMEX_STAT; SRC_MS_FITOTERAPICOS_SUS; SRC_MS_FARMACIA_VIVA; SRC_EVIDENCE_REGISTRY";consulta a comércio exterior, demanda SUS/Farmácia Viva, pesquisa de mercado e contratos;api_mercado;"Comex Stat API; documentos de compras públicas; pesquisa de demanda B2B/B2C";"NCM/SH; produto; país; ano; importação/exportação; valor FOB; peso líquido; comprador; canal";"produto; NCM/SH; valor; quantidade; peso; preço médio; ano; país; canal; comprador";US$/ano ou kg/ano;"por produto; R$/kg; US$/kg; por produto; por canal";"conferir NCM/SH; calcular preço médio; separar produto equivalente de produto exato; registrar limitação de classificação";"série ou valor com NCM/SH, ano, unidade e fonte; se proxy, marcar como proxy";planejado;alta;demanda_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_GAP_MERC_04;GAP_MERC_04;Concentração de fornecedores ou compradores;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Concentração de fornecedores ou compradores' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_MERCADO_CAMPO;"SRC_COMEX_STAT; SRC_MS_FITOTERAPICOS_SUS; SRC_MS_FARMACIA_VIVA; SRC_EVIDENCE_REGISTRY";consulta a comércio exterior, demanda SUS/Farmácia Viva, pesquisa de mercado e contratos;api_mercado;"Comex Stat API; documentos de compras públicas; pesquisa de demanda B2B/B2C";"NCM/SH; produto; país; ano; importação/exportação; valor FOB; peso líquido; comprador; canal";"produto; NCM/SH; valor; quantidade; peso; preço médio; ano; país; canal; comprador";HHI;"por mercado; R$/kg; US$/kg; por produto; por canal";"conferir NCM/SH; calcular preço médio; separar produto equivalente de produto exato; registrar limitação de classificação";"série ou valor com NCM/SH, ano, unidade e fonte; se proxy, marcar como proxy";planejado;alta;demanda_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_GAP_MERC_05;GAP_MERC_05;Preço importado versus preço nacional viável;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Preço importado versus preço nacional viável' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_COMEX_STAT;"SRC_COMEX_STAT; SRC_MS_FITOTERAPICOS_SUS; SRC_MS_FARMACIA_VIVA; SRC_EVIDENCE_REGISTRY";consulta a comércio exterior, demanda SUS/Farmácia Viva, pesquisa de mercado e contratos;api_mercado;"Comex Stat API; documentos de compras públicas; pesquisa de demanda B2B/B2C";"NCM/SH; produto; país; ano; importação/exportação; valor FOB; peso líquido; comprador; canal";"produto; NCM/SH; valor; quantidade; peso; preço médio; ano; país; canal; comprador";R$/kg ou US$/kg;"por produto; R$/kg; US$/kg; por produto; por canal";"conferir NCM/SH; calcular preço médio; separar produto equivalente de produto exato; registrar limitação de classificação";"série ou valor com NCM/SH, ano, unidade e fonte; se proxy, marcar como proxy";planejado;alta;demanda_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_GAP_MERC_06;GAP_MERC_06;Canais comerciais disponíveis;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Canais comerciais disponíveis' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_MERCADO_CAMPO;"SRC_COMEX_STAT; SRC_MS_FITOTERAPICOS_SUS; SRC_MS_FARMACIA_VIVA; SRC_EVIDENCE_REGISTRY";consulta a comércio exterior, demanda SUS/Farmácia Viva, pesquisa de mercado e contratos;api_mercado;"Comex Stat API; documentos de compras públicas; pesquisa de demanda B2B/B2C";"NCM/SH; produto; país; ano; importação/exportação; valor FOB; peso líquido; comprador; canal";"produto; NCM/SH; valor; quantidade; peso; preço médio; ano; país; canal; comprador";número;"por produto; R$/kg; US$/kg; por produto; por canal";"conferir NCM/SH; calcular preço médio; separar produto equivalente de produto exato; registrar limitação de classificação";"série ou valor com NCM/SH, ano, unidade e fonte; se proxy, marcar como proxy";planejado;alta;demanda_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_GAP_AMB_01;GAP_AMB_01;Área sob manejo sustentável ou rastreável;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Área sob manejo sustentável ou rastreável' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_CLIMA;"SRC_GIS_CAMPO; SRC_CGEN_JURIDICO; SRC_WHO_GACP; SRC_BANCO_MUNDIAL_API; SRC_EVIDENCE_REGISTRY";análise documental ambiental, GIS, checklist de manejo, CGEN/SisGen e indicadores climáticos;gis_documental;camadas GIS, documentos de manejo, registros CGEN/SisGen, indicadores climáticos;"território; espécie; área; tipo de manejo; risco climático; regularidade; produto";"área; coordenada ou município; espécie; status de manejo; emissão; resíduo; regularidade; fonte";hectare;"por espécie; por hectare; por lote; por produto; por território";"separar cumprimento legal de resultado ambiental adicional; registrar evidência territorial e espécie";evidência territorial, ambiental ou regulatória vinculada à espécie/produto;planejado;alta;sustentabilidade_biodiversidade.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_GAP_AMB_02;GAP_AMB_02;Risco de pressão extrativista não manejada;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Risco de pressão extrativista não manejada' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_CLIMA;"SRC_GIS_CAMPO; SRC_CGEN_JURIDICO; SRC_WHO_GACP; SRC_BANCO_MUNDIAL_API; SRC_EVIDENCE_REGISTRY";análise documental ambiental, GIS, checklist de manejo, CGEN/SisGen e indicadores climáticos;gis_documental;camadas GIS, documentos de manejo, registros CGEN/SisGen, indicadores climáticos;"território; espécie; área; tipo de manejo; risco climático; regularidade; produto";"área; coordenada ou município; espécie; status de manejo; emissão; resíduo; regularidade; fonte";escore 0-100;"por espécie; por hectare; por lote; por produto; por território";"separar cumprimento legal de resultado ambiental adicional; registrar evidência territorial e espécie";evidência territorial, ambiental ou regulatória vinculada à espécie/produto;planejado;alta;sustentabilidade_biodiversidade.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_GAP_AMB_03;GAP_AMB_03;Vulnerabilidade climática territorial;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Vulnerabilidade climática territorial' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_CLIMA;"SRC_GIS_CAMPO; SRC_CGEN_JURIDICO; SRC_WHO_GACP; SRC_BANCO_MUNDIAL_API; SRC_EVIDENCE_REGISTRY";análise documental ambiental, GIS, checklist de manejo, CGEN/SisGen e indicadores climáticos;gis_documental;camadas GIS, documentos de manejo, registros CGEN/SisGen, indicadores climáticos;"território; espécie; área; tipo de manejo; risco climático; regularidade; produto";"área; coordenada ou município; espécie; status de manejo; emissão; resíduo; regularidade; fonte";escore 0-100;"por município; por hectare; por lote; por produto; por território";"separar cumprimento legal de resultado ambiental adicional; registrar evidência territorial e espécie";evidência territorial, ambiental ou regulatória vinculada à espécie/produto;planejado;alta;sustentabilidade_biodiversidade.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_GAP_AMB_04;GAP_AMB_04;Pegada de carbono por produto ou cadeia;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Pegada de carbono por produto ou cadeia' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_CLIMA;"SRC_GIS_CAMPO; SRC_CGEN_JURIDICO; SRC_WHO_GACP; SRC_BANCO_MUNDIAL_API; SRC_EVIDENCE_REGISTRY";análise documental ambiental, GIS, checklist de manejo, CGEN/SisGen e indicadores climáticos;gis_documental;camadas GIS, documentos de manejo, registros CGEN/SisGen, indicadores climáticos;"território; espécie; área; tipo de manejo; risco climático; regularidade; produto";"área; coordenada ou município; espécie; status de manejo; emissão; resíduo; regularidade; fonte";kgCO2e/kg;"por produto; por hectare; por lote; por produto; por território";"separar cumprimento legal de resultado ambiental adicional; registrar evidência territorial e espécie";evidência territorial, ambiental ou regulatória vinculada à espécie/produto;planejado;média;sustentabilidade_biodiversidade.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_GAP_AMB_05;GAP_AMB_05;Resíduos aproveitados ou descartados;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Resíduos aproveitados ou descartados' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_CLIMA;"SRC_GIS_CAMPO; SRC_CGEN_JURIDICO; SRC_WHO_GACP; SRC_BANCO_MUNDIAL_API; SRC_EVIDENCE_REGISTRY";análise documental ambiental, GIS, checklist de manejo, CGEN/SisGen e indicadores climáticos;gis_documental;camadas GIS, documentos de manejo, registros CGEN/SisGen, indicadores climáticos;"território; espécie; área; tipo de manejo; risco climático; regularidade; produto";"área; coordenada ou município; espécie; status de manejo; emissão; resíduo; regularidade; fonte";%;"por unidade; por hectare; por lote; por produto; por território";"separar cumprimento legal de resultado ambiental adicional; registrar evidência territorial e espécie";evidência territorial, ambiental ou regulatória vinculada à espécie/produto;planejado;média;sustentabilidade_biodiversidade.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_GAP_AMB_06;GAP_AMB_06;Regularidade de acesso ao patrimônio genético quando aplicável;Lacuna;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Regularidade de acesso ao patrimônio genético quando aplicável' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_CLIMA;"SRC_GIS_CAMPO; SRC_CGEN_JURIDICO; SRC_WHO_GACP; SRC_BANCO_MUNDIAL_API; SRC_EVIDENCE_REGISTRY";análise documental ambiental, GIS, checklist de manejo, CGEN/SisGen e indicadores climáticos;gis_documental;camadas GIS, documentos de manejo, registros CGEN/SisGen, indicadores climáticos;"território; espécie; área; tipo de manejo; risco climático; regularidade; produto";"área; coordenada ou município; espécie; status de manejo; emissão; resíduo; regularidade; fonte";binário;"por espécie/produto; por hectare; por lote; por produto; por território";"separar cumprimento legal de resultado ambiental adicional; registrar evidência territorial e espécie";evidência territorial, ambiental ou regulatória vinculada à espécie/produto;planejado;alta;sustentabilidade_biodiversidade.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_BEN_01;INT_BEN_01;Agricultores adicionais alcançados;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Agricultores adicionais alcançados' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO;"SRC_MAPA_OSC; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";triagem organizacional, cadastro de beneficiários e validação documental;download_campo;Mapa das OSCs, cadastro do projeto e documentos de campo;"município; CNPJ; natureza jurídica; área de atuação; agricultores; organização";"organização; CNPJ; município; beneficiários; status; documento; data; fonte";número;absoluto;"validar CNPJ quando houver; evitar duplicidade de beneficiário; manter evidência de adesão";cadastro ou organização com vínculo territorial e status de conferência;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_BEN_02;INT_BEN_02;Agricultores apoiados por R$ 1 milhão investido;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Agricultores apoiados por R$ 1 milhão investido' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO;"SRC_MAPA_OSC; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";triagem organizacional, cadastro de beneficiários e validação documental;download_campo;Mapa das OSCs, cadastro do projeto e documentos de campo;"município; CNPJ; natureza jurídica; área de atuação; agricultores; organização";"organização; CNPJ; município; beneficiários; status; documento; data; fonte";número/R$ milhão;por R$ milhão;"validar CNPJ quando houver; evitar duplicidade de beneficiário; manter evidência de adesão";cadastro ou organização com vínculo territorial e status de conferência;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_BEN_03;INT_BEN_03;Renda incremental anual por família;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Renda incremental anual por família' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO;"SRC_MAPA_OSC; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";triagem organizacional, cadastro de beneficiários e validação documental;download_campo;Mapa das OSCs, cadastro do projeto e documentos de campo;"município; CNPJ; natureza jurídica; área de atuação; agricultores; organização";"organização; CNPJ; município; beneficiários; status; documento; data; fonte";R$/família/ano;por família;"validar CNPJ quando houver; evitar duplicidade de beneficiário; manter evidência de adesão";cadastro ou organização com vínculo territorial e status de conferência;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_BEN_04;INT_BEN_04;Renda incremental por R$ 1 milhão investido;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Renda incremental por R$ 1 milhão investido' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO;"SRC_MAPA_OSC; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";triagem organizacional, cadastro de beneficiários e validação documental;download_campo;Mapa das OSCs, cadastro do projeto e documentos de campo;"município; CNPJ; natureza jurídica; área de atuação; agricultores; organização";"organização; CNPJ; município; beneficiários; status; documento; data; fonte";R$/R$ milhão;por R$ milhão;"validar CNPJ quando houver; evitar duplicidade de beneficiário; manter evidência de adesão";cadastro ou organização com vínculo territorial e status de conferência;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_BEN_05;INT_BEN_05;Cooperativas ou OSCs estruturadas;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Cooperativas ou OSCs estruturadas' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_MAPA_OSC;"SRC_MAPA_OSC; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";triagem organizacional, cadastro de beneficiários e validação documental;download_campo;Mapa das OSCs, cadastro do projeto e documentos de campo;"município; CNPJ; natureza jurídica; área de atuação; agricultores; organização";"organização; CNPJ; município; beneficiários; status; documento; data; fonte";número;absoluto;"validar CNPJ quando houver; evitar duplicidade de beneficiário; manter evidência de adesão";cadastro ou organização com vínculo territorial e status de conferência;planejado;alta;triagem_organizacoes.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_BEN_06;INT_BEN_06;Participação de mulheres, jovens e comunidades tradicionais;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Participação de mulheres, jovens e comunidades tradicionais' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO;"SRC_MAPA_OSC; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";triagem organizacional, cadastro de beneficiários e validação documental;download_campo;Mapa das OSCs, cadastro do projeto e documentos de campo;"município; CNPJ; natureza jurídica; área de atuação; agricultores; organização";"organização; CNPJ; município; beneficiários; status; documento; data; fonte";%;por beneficiário;"validar CNPJ quando houver; evitar duplicidade de beneficiário; manter evidência de adesão";cadastro ou organização com vínculo territorial e status de conferência;planejado;média;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_AGRO_01;INT_AGRO_01;Volume adicional produzido;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Volume adicional produzido' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO_LITERATURA;"SRC_IFC_AGRONEGOCIO; SRC_RENASEM; SRC_EVIDENCE_REGISTRY";busca bibliográfica, diagnóstico de campo, checklist técnico e conferência por espécie;literatura_campo;bases bibliográficas, documentos técnicos, diagnóstico local e registros de viveiro;"espécie candidata; município; sistema de cultivo ou extrativismo; ciclo; produtividade; perdas; material propagativo";"espécie; produto; valor; unidade; ciclo; área; produção; método; fonte; limitação";kg/ano ou t/ano;"por espécie; por espécie; por território; por safra";"exigir espécie identificada; unidade agronômica válida; método de coleta explícito; separar cultivo de extrativismo";dado com espécie, unidade, período e método ou lacuna justificada para pesquisa de campo;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_AGRO_02;INT_AGRO_02;Produtividade incremental;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Produtividade incremental' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO_LITERATURA;"SRC_IFC_AGRONEGOCIO; SRC_RENASEM; SRC_EVIDENCE_REGISTRY";busca bibliográfica, diagnóstico de campo, checklist técnico e conferência por espécie;literatura_campo;bases bibliográficas, documentos técnicos, diagnóstico local e registros de viveiro;"espécie candidata; município; sistema de cultivo ou extrativismo; ciclo; produtividade; perdas; material propagativo";"espécie; produto; valor; unidade; ciclo; área; produção; método; fonte; limitação";kg/ha;"por hectare; por espécie; por território; por safra";"exigir espécie identificada; unidade agronômica válida; método de coleta explícito; separar cultivo de extrativismo";dado com espécie, unidade, período e método ou lacuna justificada para pesquisa de campo;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_AGRO_03;INT_AGRO_03;Redução de perdas pós-colheita;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Redução de perdas pós-colheita' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO_LITERATURA;"SRC_IFC_AGRONEGOCIO; SRC_RENASEM; SRC_EVIDENCE_REGISTRY";busca bibliográfica, diagnóstico de campo, checklist técnico e conferência por espécie;literatura_campo;bases bibliográficas, documentos técnicos, diagnóstico local e registros de viveiro;"espécie candidata; município; sistema de cultivo ou extrativismo; ciclo; produtividade; perdas; material propagativo";"espécie; produto; valor; unidade; ciclo; área; produção; método; fonte; limitação";pontos percentuais;"por espécie; por espécie; por território; por safra";"exigir espécie identificada; unidade agronômica válida; método de coleta explícito; separar cultivo de extrativismo";dado com espécie, unidade, período e método ou lacuna justificada para pesquisa de campo;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_AGRO_04;INT_AGRO_04;Viveiros estruturados;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Viveiros estruturados' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO_LITERATURA;"SRC_IFC_AGRONEGOCIO; SRC_RENASEM; SRC_EVIDENCE_REGISTRY";busca bibliográfica, diagnóstico de campo, checklist técnico e conferência por espécie;literatura_campo;bases bibliográficas, documentos técnicos, diagnóstico local e registros de viveiro;"espécie candidata; município; sistema de cultivo ou extrativismo; ciclo; produtividade; perdas; material propagativo";"espécie; produto; valor; unidade; ciclo; área; produção; método; fonte; limitação";número;"absoluto; por espécie; por território; por safra";"exigir espécie identificada; unidade agronômica válida; método de coleta explícito; separar cultivo de extrativismo";dado com espécie, unidade, período e método ou lacuna justificada para pesquisa de campo;planejado;alta;operacoes_cadeia_valor.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_AGRO_05;INT_AGRO_05;Material propagativo qualificado produzido ou adquirido;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Material propagativo qualificado produzido ou adquirido' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_CAMPO_LITERATURA;"SRC_IFC_AGRONEGOCIO; SRC_RENASEM; SRC_EVIDENCE_REGISTRY";busca bibliográfica, diagnóstico de campo, checklist técnico e conferência por espécie;literatura_campo;bases bibliográficas, documentos técnicos, diagnóstico local e registros de viveiro;"espécie candidata; município; sistema de cultivo ou extrativismo; ciclo; produtividade; perdas; material propagativo";"espécie; produto; valor; unidade; ciclo; área; produção; método; fonte; limitação";número;"por espécie; por espécie; por território; por safra";"exigir espécie identificada; unidade agronômica válida; método de coleta explícito; separar cultivo de extrativismo";dado com espécie, unidade, período e método ou lacuna justificada para pesquisa de campo;planejado;alta;operacoes_cadeia_valor.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_AGRO_06;INT_AGRO_06;Fornecedores conformes com boas práticas agrícolas e de coleta;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Fornecedores conformes com boas práticas agrícolas e de coleta' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_WHO_GACP;"SRC_IFC_AGRONEGOCIO; SRC_RENASEM; SRC_EVIDENCE_REGISTRY";busca bibliográfica, diagnóstico de campo, checklist técnico e conferência por espécie;literatura_campo;bases bibliográficas, documentos técnicos, diagnóstico local e registros de viveiro;"espécie candidata; município; sistema de cultivo ou extrativismo; ciclo; produtividade; perdas; material propagativo";"espécie; produto; valor; unidade; ciclo; área; produção; método; fonte; limitação";%;"por fornecedor; por espécie; por território; por safra";"exigir espécie identificada; unidade agronômica válida; método de coleta explícito; separar cultivo de extrativismo";dado com espécie, unidade, período e método ou lacuna justificada para pesquisa de campo;planejado;alta;qualidade_laboratorios_regulatorio.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_IND_01;INT_IND_01;Capacidade adicional de secagem;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Capacidade adicional de secagem' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_ANVISA_MS; SRC_LABS; SRC_ORCAMENTO_CAMPO; SRC_EVIDENCE_REGISTRY";levantamento de capacidade instalada, orçamento técnico, consulta a laboratórios e leitura regulatória;documental_cotacao_campo;documentos de orçamento, escopos laboratoriais, propostas, normas e diagnóstico industrial;"produto; espécie; tipo de ensaio; capacidade kg/dia ou L/dia; lote; laboratório; município";"capacidade; unidade; equipamento; custo; laudo; escopo; tempo; produto; fonte";kg/dia;por R$ milhão;"conferir unidade técnica; diferenciar capacidade nominal e operacional; registrar laudo/cotação quando existir";capacidade, custo ou conformidade com fonte identificada e aplicável ao produto;planejado;alta;qualidade_laboratorios_regulatorio.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
